t,f_total,k_0,k_1,k_2,k_3,k_4,k_5,k_6
21,1.9250849845429838e-02,3.6195050155468010e-05,3.7365141659014098e-04,1.4559078024403741e-03,3.4301024031215296e-03,5.2990680020080097e-03,5.3453531622459291e-03,3.3105720088683851e-03
22,1.8770093868462775e-02,3.7671797770514457e-05,3.8116639461898376e-04,1.4529669413301848e-03,3.3472051903726281e-03,5.1027643479123978e-03,5.1736557567617263e-03,3.2746634396963420e-03
23,1.8285856966122369e-02,3.8902580107933547e-05,3.8633745217068246e-04,1.4442105715039256e-03,3.2612871867430809e-03,4.9151483900821327e-03,5.0092203847698982e-03,3.2307504007447157e-03
24,1.7801007300562235e-02,3.9900582338507257e-05,3.8938228725742680e-04,1.4304797344877886e-03,3.1734831360148586e-03,4.7359587913862709e-03,4.8514287180305600e-03,3.1803740510468214e-03
25,1.7317921406630452e-02,4.0681683908995644e-05,3.9052327343248904e-04,1.4125458910993639e-03,3.0847183081304371e-03,4.5648582364705521e-03,4.6997474143950545e-03,3.1248465991935595e-03
26,1.6838561419100617e-02,4.1263384324037209e-05,3.8998018263077563e-04,1.3911084193227155e-03,2.9957421805929477e-03,4.4014676507048650e-03,4.5537177877852950e-03,3.0652818137399812e-03
27,1.6364538469245626e-02,4.1663945501477511e-05,3.8796488834234128e-04,1.3667949030213994e-03,2.9071572150439176e-03,4.2453898748636238e-03,4.4129453674226155e-03,3.0026222750502551e-03
28,1.5897165414893662e-02,4.1901726613374088e-05,3.8467769606530651e-04,1.3401633921819429e-03,2.8194433082495128e-03,4.0962257072296084e-03,4.2770901258356569e-03,2.9376634587182614e-03
29,1.5437501174402587e-02,4.1994684768717205e-05,3.8030498061902113e-04,1.3117059949003182e-03,2.7329784806185229e-03,3.9535844641659119e-03,4.1458577328898237e-03,2.8710748364402703e-03
30,1.4986388322330997e-02,4.1960014925096544e-05,3.7501784952361807e-04,1.2818533085603204e-03,2.6480563235406589e-03,3.8170906395027068e-03,4.0189919509397015e-03,2.8034182353388940e-03
31,1.4544485180249495e-02,4.1813904018407158e-05,3.6897159297860285e-04,1.2509793170902414e-03,2.5649006738784228e-03,3.6863878174274865e-03,3.8962681526290128e-03,2.7351637222273223e-03
32,1.4112293339266849e-02,4.1571376760836165e-05,3.6230572076991277e-04,1.2194064770328968e-03,2.4836779282702286e-03,3.5611406778155090e-03,3.7774878743963669e-03,2.6667032842210975e-03
33,1.3690181340823466e-02,4.1246213395948445e-05,3.5514442288575712e-04,1.1874107912485065e-03,2.4045073560981806e-03,3.4410356998796554e-03,3.6624742887835494e-03,2.5983625685318699e-03
34,1.3278405091730162e-02,4.0850922602052715e-05,3.4759732285581283e-04,1.1552267287825596e-03,2.3274697203432516e-03,3.3257809987925517e-03,3.5510684708525068e-03,2.5304109275014267e-03
35,1.2877125479710289e-02,4.0396755507880511e-05,3.3976042058555048e-04,1.1230518957242109e-03,2.2526144710530590e-03,3.2151056046882094e-03,3.4431263384040152e-03,2.4630699937473639e-03
36,1.2486423574186296e-02,3.9893749318625790e-05,3.3171714485265866e-04,1.0910513972852754e-03,2.1799657369814410e-03,3.1087584022379401e-03,3.3385161562026863e-03,2.3965209873076693e-03
37,1.2106313735122011e-02,3.9350791293218871e-05,3.2353945499526783e-04,1.0593618579852117e-03,2.1095273069123804e-03,3.0065068828690222e-03,3.2371165074534533e-03,2.3309109336134581e-03
38,1.1736754904527399e-02,3.8775695750322203e-05,3.1528894708842569e-04,1.0280950865217307e-03,2.0412867628397152e-03,2.9081358139916580e-03,3.1388146492745046e-03,2.2663579490610430e-03
39,1.1377660316767084e-02,3.8175288419252944e-05,3.0701793254972790e-04,9.9734138611851987e-04,1.9752189020437131e-03,2.8134458953805053e-03,3.0435051817436620e-03,2.2029557305117023e-03
40,1.1028905832380009e-02,3.7555493814750981e-05,2.9877046710484359e-04,9.6717252108164580e-04,1.9112885636779155e-03,2.7222524484737630e-03,2.9510889717057850e-03,2.1407773665213050e-03
41,1.0690337073873138e-02,3.6921422430059683e-05,2.9058331581547384e-04,9.3764435694659626e-04,1.8494529572699444e-03,2.6343841671199629e-03,2.8614722827048286e-03,2.0798785715862725e-03
42,1.0361775519641486e-02,3.6277455442568152e-05,2.8248684581857586e-04,9.0879919574809640e-04,1.7896635751038462e-03,2.5496819462494514e-03,2.7745660711287613e-03,2.0203004301501881e-03
43,1.0043023692926333e-02,3.5627325341467664e-05,2.7450584288988368e-04,8.8066783022380476e-04,1.7318677573920267e-03,2.4679977966308507e-03,2.6902854160165681e-03,1.9620717244317313e-03
44,9.7338695659528948e-03,3.4974191446825875e-05,2.6666025122104348e-04,8.5327134166730194e-04,1.6760099681131270e-03,2.3891938482387036e-03,2.6085490561126717e-03,1.9052109091532198e-03
45,9.4340902846620309e-03,3.4320709720749194e-05,2.5896583813577042e-04,8.2662266606379131e-04,1.6220328300849602e-03,2.3131414410392848e-03,2.5292790128214966e-03,1.8497277867959776e-03
46,9.1434553064571721e-03,3.3669096597320670e-05,2.5143478707194731e-04,8.0072795237423123e-04,1.5698779599975256e-03,2.2397202996391878e-03,2.4524002818689049e-03,1.7956249289080540e-03
47,8.8617290318937433e-03,3.3021186799008032e-05,2.4407622319200399e-04,7.7558773561025370e-04,1.5194866375259530e-03,2.1688177868316536e-03,2.3778405798623044e-03,1.7428988820725664e-03
48,8.5886730010607017e-03,3.2378485280423221e-05,2.3689667658973118e-04,7.5119794583706286e-04,1.4708003370856055e-03,2.1003282303268000e-03,2.3055301346863993e-03,1.6915411912546800e-03
49,8.3240477163930293e-03,3.1742213560071071e-05,2.2990048834723286e-04,7.2755077258389767e-04,1.4237611461186052e-03,2.0341523166540593e-03,2.2354015108888973e-03,1.6415392682402651e-03
50,8.0676141456844930e-03,3.1113350778946619e-05,2.2309016474765883e-04,7.0463540242609939e-04,1.3783120898744347e-03,1.9701965462281357e-03,2.1673894629956275e-03,1.5928771286335898e-03
51,7.8191349520322622e-03,3.0492669871251363e-05,2.1646668483561233e-04,6.8243864579673667e-04,1.3343973793497690e-03,1.9083727437669100e-03,2.1014308111276729e-03,1.5455360172843089e-03
52,7.5783754912420584e-03,2.9880769254958834e-05,2.1002976629031932e-04,6.6094546743568881e-04,1.2919625962851612e-03,1.8485976185657221e-03,2.0374643344410318e-03,1.4994949389691764e-03
53,7.3451046117673727e-03,2.9278100454758898e-05,2.0377809427703651e-04,6.4013943332072985e-04,1.2509548267947931e-03,1.7907923695148497e-03,1.9754306788269975e-03,1.4547311085782071e-03
54,7.1190952874693927e-03,2.8684992062026297e-05,1.9770951760011326e-04,6.2000308546728499e-04,1.2113227532594229e-03,1.7348823301598212e-03,1.9152722760437304e-03,1.4112203328769933e-03
55,6.9001251092939368e-03,2.8101670419788465e-05,1.9182121611910542e-04,6.0051825464104986e-04,1.1730167124822659e-03,1.6807966495230222e-03,1.8569332720331287e-03,1.3689373340755756e-03
56,6.6879766583018939e-03,2.7528277398224577e-05,1.8610984302368423e-04,5.8166631980412242e-04,1.1359887267424480e-03,1.6284680048141308e-03,1.8003594626416076e-03,1.3278560238776768e-03
57,6.4824377793007652e-03,2.6964885600310053e-05,1.8057164520530463e-04,5.6342842200965480e-04,1.1001925132385127e-03,1.5778323425461932e-03,1.7454982353327130e-03,1.2879497353680764e-03
58,6.2833017715526358e-03,2.6411511309554292e-05,1.7520256462151201e-04,5.4578563946815629e-04,1.0655834764595287e-03,1.5288286449379172e-03,1.6922985157728848e-03,1.2491914189830832e-03
59,6.0903675106292621e-03,2.5868125463634081e-05,1.6999832322737968e-04,5.2871912962428698e-04,1.0321186872236019e-03,1.4813987188180833e-03,1.6407107184045202e-03,1.2115538078677557e-03
60,5.9034395134035036e-03,2.5334662910012946e-05,1.6495449375077749e-04,5.1221024329887717e-04,9.9975685145774771e-04,1.4354870045539228e-03,1.5906867003051535e-03,1.1750095571270121e-03
61,5.7223279563688063e-03,2.4811030172989897e-05,1.6006655831531688e-04,4.9624061525894807e-04,9.6845827123787759e-04,1.3910404028022589e-03,1.5421797177779255e-03,1.1395313608034896e-03
62,5.5468486559289354e-03,2.4297111936457825e-05,1.5532995666712174e-04,4.8079223497045982e-04,9.3818480014523523e-04,1.3480081171313347e-03,1.4951443852344181e-03,1.1050920498439079e-03
63,5.3768230179674931e-03,2.3792776423225509e-05,1.5074012553846722e-04,4.6584750075625067e-04,9.0889979461094054e-04,1.3063415107842395e-03,1.4495366360226573e-03,1.0716646738317122e-03
64,5.2120779628626298e-03,2.3297879830200155e-05,1.4629253048171537e-04,4.5138926011730011e-04,8.8056806260075702e-04,1.2659939760536539e-03,1.4053136849256369e-03,1.0392225688533663e-03
65,5.0524458311322004e-03,2.2812269959080448e-05,1.4198269132941751e-04,4.3740083857170503e-04,8.5315581072716636e-04,1.2269208149143383e-03,1.3624339921130342e-03,1.0077394135174587e-03
66,4.8977642740564726e-03,2.2335789164450539e-05,1.3780620227931963e-04,4.2386605901569561e-04,8.2663059065644711e-04,1.1890791297164173e-03,1.3208572283740460e-03,9.7718927485009608e-04
67,4.7478761329102764e-03,2.1868276725225133e-05,1.3375874746458232e-04,4.1076925330836101e-04,8.0096124549718019e-04,1.1524277228810982e-03,1.2805442414949675e-03,9.4754664553886180e-04
68,4.6026293098273283e-03,2.1409570731176876e-05,1.2983611274807946e-04,3.9809526752075165e-04,7.7611785670721905e-04,1.1169270046628764e-03,1.2414570236732505e-03,9.1878647378397418e-04
69,4.4618766328017069e-03,2.0959509563663807e-05,1.2603419437348678e-04,3.8582946206550464e-04,7.5207169193336042e-04,1.0825389081502703e-03,1.2035586798818906e-03,8.9088418683353041e-04
70,4.3254757168923359e-03,2.0517933038540649e-05,1.2234900501340029e-04,3.7395770773046718e-04,7.2879515409734563e-04,1.0492268107723192e-03,1.1668133971153671e-03,8.6381570912489561e-04
71,4.1932888233246401e-03,2.0084683269454551e-05,1.1877667767442716e-04,3.6246637847482823e-04,7.0626173195968115e-04,1.0169554616619302e-03,1.1311864144619504e-03,8.3755747582236822e-04
72,4.0651827178697347e-03,1.9659605301165062e-05,1.1531346784967264e-04,3.5134234170536245e-04,6.8444595232601047e-04,9.8569091430098237e-04,1.0966439939578440e-03,8.1208644242869790e-04
73,3.9410285296171072e-03,1.9242547555066768e-05,1.1195575424902623e-04,3.4057294663029344e-04,6.6332333400677195e-04,9.5540046393708538e-04,1.0631533921869178e-03,7.8738009105194546e-04
74,3.8207016110346236e-03,1.8833362122613384e-05,1.0870003838596957e-04,3.3014601118617419e-04,6.4287034359748264e-04,9.2605258931910156e-04,1.0306828325962131e-03,7.6341643382706915e-04
75,3.7040814000235791e-03,1.8431904936735064e-05,1.0554294325524409e-04,3.2004980794655258e-04,6.2306435311235532e-04,8.9761689834888384e-04,9.9920147850240406e-04,7.4017401392140387e-04
76,3.5910512845209988e-03,1.8038035846505444e-05,1.0248121129769299e-04,3.1027304934788127e-04,6.0388359947657422e-04,8.7006407729105044e-04,9.6867940676821000e-04,7.1763190449308442e-04
77,3.4814984700719640e-03,1.7651618616158923e-05,9.9511701816100626e-05,3.0080487250624748e-04,5.8530714586113336e-04,8.4336584322165732e-04,9.3908758213069338e-04,6.9576970591997281e-04
78,3.3753138506873439e-03,1.7272520865998251e-05,9.6631387978154693e-05,2.9163482384638947e-04,5.6731484482764347e-04,8.1749489943107583e-04,9.1039783216560755e-04,6.7456754157247420e-04
79,3.2723918832136115e-03,1.6900613969692745e-05,9.3837353519106366e-05,2.8275284372072435e-04,5.4988730323801336e-04,7.9242489352673070e-04,8.8258282287362062e-04,6.5400605236572325e-04
80,3.1726304653685094e-03,1.6535772919880439e-05,9.1126789236729418e-05,2.7414925115948948e-04,5.3300584887471057e-04,7.6813037800815820e-04,8.5561603487549639e-04,6.3406639029404521e-04
81,3.0759308175366913e-03,1.6177876171793746e-05,8.8496989354284357e-05,2.6581472886254905e-04,5.1665249871075546e-04,7.4458677311049987e-04,8.2947174020422433e-04,6.1473021112258476e-04
82,2.9821973683710557e-03,1.5826805472774458e-05,8.5945347812940292e-05,2.5774030851801925e-04,5.0080992876421653e-04,7.2177033173347093e-04,8.0412497968275097e-04,5.9597966638688313e-04
83,2.8913376442064299e-03,1.5482445683983299e-05,8.3469354543119577e-05,2.4991735651183329e-04,4.8546144546930594e-04,6.9965810629134815e-04,7.7955154087643291e-04,5.7779739483040666e-04
84,2.8032621622610951e-03,1.5144684599300730e-05,8.1066591754178359e-05,2.4233756007503661e-04,4.7059095849489831e-04,6.7822791733591816e-04,7.5572793660965017e-04,5.6016651339211264e-04
85,2.7178843275769940e-03,1.4813412765323388e-05,7.8734730273435279e-05,2.3499291390138385e-04,4.5618295494109085e-04,6.5745832381886092e-04,7.3263138403623291e-04,5.4307060784066679e-04
86,2.6351203336303346e-03,1.4488523305452676e-05,7.6471525958565905e-05,2.2787570725622521e-04,4.4222247484508641e-04,6.3732859487295053e-04,7.1023978425348777e-04,5.2649372313856634e-04
87,2.5548890665296302e-03,1.4169911750321857e-05,7.4274816201580566e-05,2.2097851158828694e-04,4.2869508792897908e-04,6.1781868300291791e-04,6.8853170244968255e-04,5.1042035360786134e-04
88,2.4771120127073496e-03,1.3857475876191207e-05,7.2142516537813757e-05,2.1429416864842126e-04,4.1558687152382871e-04,5.9890919858703203e-04,6.6748634857489910e-04,4.9483543295916375e-04
89,2.4017131700035128e-03,1.3551115552437589e-05,7.0072617369421918e-05,2.0781577911341303e-04,4.0288438960656560e-04,5.8058138559954691e-04,6.4708355852516244e-04,4.7972432423696524e-04
90,2.3286189620342710e-03,1.3250732598856896e-05,6.8063180809673984e-05,2.0153669170823308e-04,3.9057467288868670e-04,5.6281709847227435e-04,6.2730377582977223e-04,4.6507280972677388e-04
91,2.2577581557352640e-03,1.2956230653170586e-05,6.6112337651716706e-05,1.9545049281649552e-04,3.7864519989828742e-04,5.4559878002079470e-04,6.0812803383174490e-04,4.5086708086305429e-04
92,2.1890617819679365e-03,1.2667515048867461e-05,6.4218284463401931e-05,1.8955099656612907e-04,3.6708387899965717e-04,5.2890944036730093e-04,5.8953793835128080e-04,4.3709372817129930e-04
93,2.1224630590767402e-03,1.2384492703308323e-05,6.2379280808095140e-05,1.8383223537525096e-04,3.5587903129740236e-04,5.1273263679788581e-04,5.7151565082215982e-04,4.2373973127263773e-04
94,2.0578973192859227e-03,1.2107072015864112e-05,6.0593646590072554e-05,1.7828845094180568e-04,3.4501937437478514e-04,4.9705245449729353e-04,5.5404387189099153e-04,4.1079244897511018e-04
95,1.9953019378262157e-03,1.1835162775739982e-05,5.8859759522096326e-05,1.7291408565959008e-04,3.3449400681867666e-04,4.8185348810884725e-04,5.3710582546924728e-04,3.9823960947201809e-04
96,1.9346162646839752e-03,1.1568676079051404e-05,5.7176052711985218e-05,1.6770377444273732e-04,3.2429239348616092e-04,4.6712082407147692e-04,5.2068524322804318e-04,3.8606930066452020e-04
97,1.8757815588680612e-03,1.1307524254657927e-05,5.5541012364426515e-05,1.6265233694049777e-04,3.1440435147039647e-04,4.5284002368957838e-04,5.0476634952567796e-04,3.7426996062282612e-04
98,1.8187409250928102e-03,1.1051620798221106e-05,5.3953175593868889e-05,1.5775477012416924e-04,3.0482003672582201e-04,4.3899710689486134e-04,4.8933384675798339e-04,3.6283036819788437e-04
99,1.7634392527787865e-03,1.0800880313930745e-05,5.2411128344064248e-05,1.5300624122824142e-04,2.9552993131516409e-04,4.2557853666245126e-04,4.7437290112160890e-04,3.5173963379332577e-04
100,1.7098231572764805e-03,1.0555218463334992e-05,5.0913503409663976e-05,1.4840208102818252e-04,2.8652483124298338e-04,4.1257120404631557e-04,4.5986912878044259e-04,3.4098719030555745e-04
101,1.6578409232217033e-03,1.0314551920711773e-05,4.9458978555199511e-05,1.4393777743777148e-04,2.7779583484264765e-04,3.9996241380163349e-04,4.4580858242545342e-04,3.3056278423828603e-04
102,1.6074424499350442e-03,1.0078798334429279e-05,4.8046274726772100e-05,1.3960896940944418e-04,2.6933433168567657e-04,3.8773987056404561e-04,4.3217773821834307e-04,3.2045646699633336e-04
103,1.5585791987813651e-03,9.8478762937598001e-06,4.6674154351824657e-05,1.3541144112174086e-04,2.6113199198433414e-04,3.7589166555781963e-04,4.1896348310950147e-04,3.1065858636238460e-04
104,1.5112041424088787e-03,9.6217053006323489e-06,4.5341419722460792e-05,1.3134111643860538e-04,2.5318075646017503e-04,3.6440626380689002e-04,4.0615310252087783e-04,3.0115977815923725e-04
105,1.4652717157908576e-03,9.4002057458340134e-06,4.4046911457898581e-05,1.2739405362597068e-04,2.4547282665297166e-04,3.5327249182447862e-04,3.9373426838450735e-04,2.9195095809919684e-04
106,1.4207377689964354e-03,9.1832988891967212e-06,4.2789507041794035e-05,1.2356644031175931e-04,2.3800065564606149e-04,3.4247952575860031e-04,3.8169502752756555e-04,2.8302331382145800e-04
107,1.3775595216202661e-03,8.9709068433341175e-06,4.1568119430332613e-05,1.1985458867612406e-04,2.3075693918567412e-04,3.3201687997222413e-04,3.7002379039496023e-04,2.7436829711761663e-04
108,1.3356955188040167e-03,8.7629525605219583e-06,4.0381695727162084e-05,1.1625493085944004e-04,2.2373460717321490e-04,3.2187439603820087e-04,3.5870932010062252e-04,2.6597761634485431e-04
109,1.2951055887857341e-03,8.5593598223442332e-06,3.9229215921421632e-05,1.1276401457623202e-04,2.1692681551081203e-04,3.1204223213029714e-04,3.4774072179880402e-04,2.5784322902582289e-04
110,1.2557508019160756e-03,8.3600532317555306e-06,3.8109691685306217e-05,1.0937849892387499e-04,2.1032693828167639e-04,3.0251085279281149e-04,3.3710743236684535e-04,2.4995733463380551e-04
111,1.2175934310832319e-03,8.1649582072380140e-06,3.7022165227790555e-05,1.0609515037553703e-04,2.0392856024798256e-04,2.9327101907228835e-04,3.2679921039104043e-04,2.4231236756135492e-04
112,1.1805969134910492e-03,7.9740009787579956e-06,3.5965708201318903e-05,1.0291083894743960e-04,1.9772546965006428e-04,2.8431377899580516e-04,3.1680612644738098e-04,2.3490099027028230e-04
113,1.1447258137374397e-03,7.7871085852528856e-06,3.4939420658446436e-05,9.9822534531090500e-05,1.9171165129172537e-04,2.7563045838119879e-04,3.0711855366913181e-04,2.2771608662059396e-04
114,1.1099457881426139e-03,7.6042088734035488e-06,3.3942430055590817e-05,9.6827303381697070e-05,1.8588127989741090e-04,2.6721265196541272e-04,2.9772715859335396e-04,2.2075075537574478e-04
115,1.0762235502789908e-03,7.4252304974702512e-06,3.2973890301220859e-05,9.3922304754492095e-05,1.8022871372786053e-04,2.5905221483790947e-04,2.8862289227865704e-04,2.1399830388138050e-04
116,1.0435268376568592e-03,7.2501029199920242e-06,3.2032980845969475e-05,9.1104787681200525e-05,1.7474848844168279e-04,2.5114125416679571e-04,2.7979698168663467e-04,2.0745224191458388e-04
117,1.0118243795219498e-03,7.0787564131695456e-06,3.1118905812311845e-05,8.8372087879346067e-05,1.6943531119105256e-04,2.4347212120595961e-04,2.7124092131960075e-04,2.0110627570050951e-04
118,9.8108586572307984e-04,6.9111220607705465e-06,3.0230893161595919e-05,8.5721624787537572e-05,1.6428405494044271e-04,2.3603740357212982e-04,2.6294646510741668e-04,1.9495430209318671e-04
119,9.5128191660990538e-04,6.7471317604143297e-06,2.9368193896350640e-05,8.3150898720292673e-05,1.5928975299796163e-04,2.2882991778132877e-04,2.5490561853636464e-04,1.8899040291719263e-04
120,9.2238405392261274e-04,6.5867182261081286e-06,2.8530081295928512e-05,8.0657488136346540e-05,1.5444759374948466e-04,2.2184270203472276e-04,2.4711063101318900e-04,1.8320883946683304e-04
121,8.9436467263707151e-04,6.4298149909230535e-06,2.7715850183662272e-05,7.8239047014761083e-05,1.4975291558634029e-04,2.1506900924435943e-04,2.3955398845759660e-04,1.7760404715942875e-04
122,8.6719701373057527e-04,6.2763564097110667e-06,2.6924816223831845e-05,7.5893302333494299e-05,1.4520120201784705e-04,2.0850230028974753e-04,2.3222840611666744e-04,1.7217063033927600e-04
123,8.4085513783481642e-04,6.1262776617770116e-06,2.6156315246846492e-05,7.3618051645411254e-05,1.4078807696049381e-04,2.0213623749665941e-04,2.2512682159479187e-04,1.6690335722883656e-04
124,8.1531389974418824e-04,5.9795147534311929e-06,2.5409702601149722e-05,7.1411160747020022e-05,1.3650930019602130e-04,1.9596467832994324e-04,2.1824238809291217e-04,1.6179715502371062e-04
125,7.9054892374886328e-04,5.8360045203584745e-06,2.4684352530449680e-05,6.9270561435497816e-05,1.3236076299109466e-04,1.8998166929250646e-04,2.1156846785100230e-04,1.5684710512795392e-04
126,7.6653657976340174e-04,5.6956846297493679e-06,2.3979657574967685e-05,6.7194249349836224e-05,1.2833848387166081e-04,1.8418144002298986e-04,2.0509862578787995e-04,1.5204843852631780e-04
127,7.4325396022286371e-04,5.5584935821471068e-06,2.3295027995480716e-05,6.5180281892180154e-05,1.2443860454546064e-04,1.7855839758498237e-04,1.9882662333259611e-04,1.4739653129001662e-04
128,7.2067885771956723e-04,5.4243707129725638e-06,2.2629891219011882e-05,6.3226776225665742e-05,1.2065738596651766e-04,1.7310712094094173e-04,1.9274641244180026e-04,1.4288690021265743e-04
129,6.9878974335473823e-04,5.2932561936957829e-06,2.1983691305095270e-05,6.1331907345276495e-05,1.1699120453575364e-04,1.6782235560428211e-04,1.8685212979762953e-04,1.3851519857300545e-04
130,6.7756574578034631e-04,5.1650910326291756e-06,2.1355888431609538e-05,5.9493906218437518e-05,1.1343654843218689e-04,1.6269900846336760e-04,1.8113809118081451e-04,1.3427721202130102e-04
131,6.5698663090741727e-04,5.0398170753230607e-06,2.0745958399237317e-05,5.7711057992254990e-05,1.0999001406945783e-04,1.5773214277141402e-04,1.7559878601383985e-04,1.3016885458589018e-04
132,6.3703278225806122e-04,4.9173770045492083e-06,2.0153392153666434e-05,5.5981700264482297e-05,1.0664830267269309e-04,1.5291697329655035e-04,1.7022887206913812e-04,1.2618616479698162e-04
133,6.1768518193934898e-04,4.7977143398625195e-06,1.9577695324703321e-05,5.4304221415457353e-05,1.0340821697097131e-04,1.4824886162652655e-04,1.6502317033743245e-04,1.2232530192439554e-04
134,5.9892539221803457e-04,4.6807734367348620e-06,1.9018387781519697e-05,5.2677058998408126e-05,1.0026665800088862e-04,1.4372331162277655e-04,1.5997666005148064e-04,1.1858254232622604e-04
135,5.8073553767592448e-04,4.5664994852586008e-06,1.8475003203301053e-05,5.1098698185665130e-05,9.7220622016942884e-05,1.3933596501875743e-04,1.5508447386060374e-04,1.1495427590539563e-04
136,5.6309828792648208e-04,4.4548385084203685e-06,1.7947088664608996e-05,4.9567670268452653e-05,9.4267197504661941e-05,1.3508259715768522e-04,1.5034189315151251e-04,1.1143700267114042e-04
137,5.4599684087398240e-04,4.3457373599483104e-06,1.7434204234810626e-05,4.8082551208054614e-05,9.1403562292595290e-05,1.3095911286497867e-04,1.4574434351107080e-04,1.0802732940252412e-04
138,5.2941490649724486e-04,4.2391437217383047e-06,1.6935922590965809e-05,4.6641960236266812e-05,8.8626980759471305e-05,1.2696154245090245e-04,1.4128739032675925e-04,1.0472196641114085e-04
139,5.1333669114063906e-04,4.1350061008666916e-06,1.6451828643598704e-05,4.5244558503156038e-05,8.5934801132993177e-05,1.2308603783907411e-04,1.3696673452072208e-04,1.0151772440022825e-04
140,4.9774688229570132e-04,4.0332738261987060e-06,1.5981519174812562e-05,4.3889047770247521e-05,8.3324452876907664e-05,1.1932886881666174e-04,1.3277820841339823e-04,9.8411511417474833e-05
141,4.8263063385730899e-04,3.9338970446032929e-06,1.5524602488237417e-05,4.2574169147358069e-05,8.0793444163133177e-05,1.1568641940225638e-04,1.2871777171285270e-04,9.5400329898867990e-05
142,4.6797355183894786e-04,3.8368267167861366e-06,1.5080698070328738e-05,4.1298701871380206e-05,7.8339359425875791e-05,1.1215518432755105e-04,1.2478150762603503e-04,9.2481273800990870e-05
