t,f_total,survival_before,survival_after
35,1.3168776645766040e-02,4.1105674301689443e-01,3.9788796637112833e-01
36,1.2756084227054505e-02,3.9788796637112833e-01,3.8513188214407390e-01
37,1.2354850563812971e-02,3.8513188214407390e-01,3.7277703158026099e-01
38,1.1965003422290843e-02,3.7277703158026099e-01,3.6081202815797020e-01
39,1.1586424148696921e-02,3.6081202815797020e-01,3.4922560400927327e-01
40,1.1218957273960519e-02,3.4922560400927327e-01,3.3800664673531278e-01
41,1.0862418446263919e-02,3.3800664673531278e-01,3.2714422828904882e-01
42,1.0516600975431268e-02,3.2714422828904882e-01,3.1662762731361760e-01
43,1.0181281225367550e-02,3.1662762731361760e-01,3.0644634608825005e-01
44,9.8562230507771072e-03,3.0644634608825005e-01,2.9659012303747295e-01
45,9.5411814411034135e-03,2.9659012303747295e-01,2.8704894159636962e-01
46,9.2359055069444300e-03,2.8704894159636962e-01,2.7781303608942515e-01
47,8.9401409211942191e-03,2.7781303608942515e-01,2.6887289516823099e-01
48,8.6536319080642455e-03,2.6887289516823099e-01,2.6021926326016670e-01
49,8.3761228572923844e-03,2.6021926326016670e-01,2.5184314040287437e-01
50,8.1073596277050214e-03,2.5184314040287437e-01,2.4373578077516939e-01
51,7.8470905933982985e-03,2.4373578077516939e-01,2.3588869018177108e-01
52,7.5950674767660794e-03,2.3588869018177108e-01,2.2829362270500503e-01
53,7.3510460051060605e-03,2.2829362270500503e-01,2.2094257669989897e-01
54,7.1147864213173071e-03,2.2094257669989897e-01,2.1382779027858168e-01
55,6.8860538740430710e-03,2.1382779027858168e-01,2.0694173640453861e-01
56,6.6646187083305199e-03,2.0694173640453861e-01,2.0027711769620810e-01
57,6.4502566743233590e-03,2.0027711769620810e-01,1.9382686102188476e-01
58,6.2427490685500577e-03,1.9382686102188476e-01,1.8758411195333471e-01
59,6.0418828199162089e-03,1.8758411195333471e-01,1.8154222913341855e-01
60,5.8474505304693834e-03,1.8154222913341855e-01,1.7569477860294913e-01
61,5.6592504793081004e-03,1.7569477860294913e-01,1.7003552812364109e-01
62,5.4770865965947969e-03,1.7003552812364109e-01,1.6455844152704630e-01
63,5.3007684134576171e-03,1.6455844152704630e-01,1.5925767311358868e-01
64,5.1301109925873554e-03,1.5925767311358868e-01,1.5412756212100132e-01
65,4.9649348435209248e-03,1.5412756212100132e-01,1.4916262727748042e-01
66,4.8050658259234666e-03,1.4916262727748042e-01,1.4435756145155698e-01
67,4.6503350436152471e-03,1.4435756145155698e-01,1.3970722640794173e-01
68,4.5005787316174644e-03,1.3970722640794173e-01,1.3520664767632426e-01
69,4.3556381380975059e-03,1.3520664767632426e-01,1.3085100953822676e-01
70,4.2153594027660177e-03,1.3085100953822676e-01,1.2663565013546077e-01
71,4.0795934330042048e-03,1.2663565013546077e-01,1.2255605670245656e-01
72,3.9481957787715020e-03,1.2255605670245656e-01,1.1860786092368505e-01
73,3.8210265071531384e-03,1.1860786092368505e-01,1.1478683441653192e-01
74,3.6979500772482570e-03,1.1478683441653192e-01,1.1108888433928368e-01
75,3.5788352159667656e-03,1.1108888433928368e-01,1.0751004912331691e-01
76,3.4635547951926155e-03,1.0751004912331691e-01,1.0404649432812431e-01
77,3.3519857106792408e-03,1.0404649432812431e-01,1.0069450861744508e-01
78,3.2440087629662362e-03,1.0069450861744508e-01,9.7450499854478845e-02
79,3.1395085405426693e-03,9.7450499854478845e-02,9.4310991313936193e-02
80,3.0383733054294162e-03,9.4310991313936193e-02,9.1272618008506792e-02
81,2.9404948813090042e-03,9.1272618008506792e-02,8.8332123127197779e-02
82,2.8457685442949882e-03,8.8332123127197779e-02,8.5486354582902796e-02
83,2.7540929164027953e-03,8.5486354582902796e-02,8.2732261666500023e-02
84,2.6653698617591336e-03,8.2732261666500023e-02,8.0066891804740886e-02
85,2.5795043855666080e-03,8.0066891804740886e-02,7.7487387419174283e-02
86,2.4964045358234935e-03,7.7487387419174283e-02,7.4990982883350793e-02
87,2.4159813077849110e-03,7.4990982883350793e-02,7.2575001575565887e-02
88,2.3381485511406257e-03,7.2575001575565887e-02,7.0236853024425269e-02
89,2.2628228798757455e-03,7.0236853024425269e-02,6.7974030144549530e-02
90,2.1899235847734947e-03,6.7974030144549530e-02,6.5784106559776040e-02
91,2.1193725485136334e-03,6.5784106559776040e-02,6.3664734011262408e-02
92,2.0510941633157189e-03,6.3664734011262408e-02,6.1613639847946697e-02
93,1.9850152510731164e-03,6.1613639847946697e-02,5.9628624596873583e-02
94,1.9210649859212042e-03,5.9628624596873583e-02,5.7707559610952378e-02
95,1.8591748191815072e-03,5.7707559610952378e-02,5.5848384791770872e-02
96,1.7992784066223643e-03,5.5848384791770872e-02,5.4049106385148510e-02
97,1.7413115379760970e-03,5.4049106385148510e-02,5.2307794847172420e-02
98,1.6852120686524426e-03,5.2307794847172420e-02,5.0622582778519984e-02
99,1.6309198535880982e-03,5.0622582778519984e-02,4.8991662924931886e-02
100,1.5783766831726238e-03,4.8991662924931886e-02,4.7413286241759271e-02
101,1.5275262211915499e-03,4.7413286241759271e-02,4.5885760020567712e-02
102,1.4783139447283118e-03,4.5885760020567712e-02,4.4407446075839407e-02
103,1.4306870859675696e-03,4.4407446075839407e-02,4.2976758989871841e-02
104,1.3845945758434904e-03,4.2976758989871841e-02,4.1592164414028354e-02
105,1.3399869894777142e-03,4.1592164414028354e-02,4.0252177424550645e-02
106,1.2968164933528960e-03,4.0252177424550645e-02,3.8955360931197752e-02
107,1.2550367941689651e-03,3.8955360931197752e-02,3.7700324137028791e-02
108,1.2146030893305120e-03,3.7700324137028791e-02,3.6485721047698275e-02
109,1.1754720190150028e-03,3.6485721047698275e-02,3.5310249028683273e-02
110,1.1376016197728316e-03,3.5310249028683273e-02,3.4172647408910448e-02
111,1.1009512796115264e-03,3.4172647408910448e-02,3.3071696129298923e-02
112,1.0654816945177320e-03,3.3071696129298923e-02,3.2006214434781195e-02
113,1.0311548263718827e-03,3.2006214434781195e-02,3.0975059608409315e-02
114,9.9793386221176997e-04,3.0975059608409315e-02,2.9977125746197548e-02
115,9.6578317480246689e-04,2.9977125746197548e-02,2.9011342571395080e-02
116,9.3466828447131970e-04,2.9011342571395080e-02,2.8076674286923758e-02
117,9.0455582216794075e-04,2.8076674286923758e-02,2.7172118464755826e-02
118,8.7541349371032893e-04,2.7172118464755826e-02,2.6296704971045498e-02
119,8.4721004517942459e-04,2.6296704971045498e-02,2.5449494925866074e-02
120,8.1991522942554470e-04,2.5449494925866074e-02,2.4629579696440529e-02
121,7.9349977365126504e-04,2.4629579696440529e-02,2.3836079922789265e-02
122,7.6793534803640522e-04,2.3836079922789265e-02,2.3068144574752862e-02
123,7.4319453537183798e-04,2.3068144574752862e-02,2.2324950039381022e-02
124,7.1925080166987106e-04,2.2324950039381022e-02,2.1605699237711155e-02
125,6.9607846771996382e-04,2.1605699237711155e-02,2.0909620769991193e-02
126,6.7365268155951332e-04,2.0909620769991193e-02,2.0235968088431682e-02
127,6.5194939183039482e-04,2.0235968088431682e-02,1.9584018696601289e-02
128,6.3094532199286829e-04,1.9584018696601289e-02,1.8953073374608422e-02
129,6.1061794536935456e-04,1.8953073374608422e-02,1.8342455429239068e-02
130,5.9094546099145643e-04,1.8342455429239068e-02,1.7751509968247613e-02
131,5.7190677022444158e-04,1.7751509968247613e-02,1.7179603198023176e-02
132,5.5348145414422622e-04,1.7179603198023176e-02,1.6626121743878949e-02
133,5.3564975164268843e-04,1.6626121743878949e-02,1.6090471992236260e-02
134,5.1839253823791117e-04,1.6090471992236260e-02,1.5572079453998348e-02
135,5.0169130556669908e-04,1.5572079453998348e-02,1.5070388148431653e-02
136,4.8552814153744067e-04,1.5070388148431653e-02,1.4584860006894212e-02
137,4.6988571112208056e-04,1.4584860006894212e-02,1.4114974295772131e-02
138,4.5474723776665172e-04,1.4114974295772131e-02,1.3660227058005481e-02
139,4.4009648540047238e-04,1.3660227058005481e-02,1.3220130572605009e-02
140,4.2591774102474742e-04,1.3220130572605009e-02,1.2794212831580262e-02
141,4.1219579786193518e-04,1.2794212831580262e-02,1.2382017033718329e-02
142,3.9891593904783440e-04,1.2382017033718329e-02,1.1983101094670495e-02
143,3.8606392184892501e-04,1.1983101094670495e-02,1.1597037172821571e-02
144,3.7362596238806078e-04,1.1597037172821571e-02,1.1223411210433510e-02
145,3.6158872086214670e-04,1.1223411210433510e-02,1.0861822489571366e-02
146,3.4993928723596831e-04,1.0861822489571366e-02,1.0511883202335398e-02
147,3.3866516739684144e-04,1.0511883202335398e-02,1.0173218034938557e-02
148,3.2775426975524709e-04,1.0173218034938557e-02,9.8454637651833096e-03
149,3.1719489227709241e-04,9.8454637651833096e-03,9.5282688729062173e-03
150,3.0697570993369893e-04,9.5282688729062173e-03,9.2212931629725194e-03
151,2.9708576255606765e-04,9.2212931629725194e-03,8.9242074004164534e-03
152,2.8751444308040244e-04,8.9242074004164534e-03,8.6366929573360503e-03
153,2.7825148617229120e-04,8.6366929573360503e-03,8.3584414711637585e-03
154,2.6928695721735078e-04,8.3584414711637585e-03,8.0891545139464092e-03
155,2.6061124166653292e-04,8.0891545139464092e-03,7.8285432722798760e-03
156,2.5221503472466940e-04,7.8285432722798760e-03,7.5763282375552075e-03
157,2.4408933137120000e-04,7.5763282375552075e-03,7.3322389061840085e-03
158,2.3622541670238571e-04,7.3322389061840085e-03,7.0960134894816236e-03
159,2.2861485658465114e-04,7.0960134894816236e-03,6.8673986328969721e-03
160,2.2124948860903495e-04,6.8673986328969721e-03,6.6461491442879380e-03
161,2.1412141333704943e-04,6.6461491442879380e-03,6.4320277309508891e-03
162,2.0722298582856268e-04,6.4320277309508891e-03,6.2248047451223271e-03
163,2.0054680744261829e-04,6.2248047451223271e-03,6.0242579376797089e-03
164,1.9408571790240106e-04,6.0242579376797089e-03,5.8301722197773072e-03
165,1.8783278761583982e-04,5.8301722197773072e-03,5.6423394321614695e-03
166,1.8178131024361224e-04,5.6423394321614695e-03,5.4605581219178568e-03
167,1.7592479550658196e-04,5.4605581219178568e-03,5.2846333264112751e-03
168,1.7025696222495505e-04,5.2846333264112751e-03,5.1143763641863203e-03
169,1.6477173158169117e-04,5.1143763641863203e-03,4.9496046326046299e-03
170,1.5946322060294492e-04,4.9496046326046299e-03,4.7901414120016857e-03
171,1.5432573584854610e-04,4.7901414120016857e-03,4.6358156761531393e-03
172,1.4935376730575240e-04,4.6358156761531393e-03,4.4864619088473869e-03
173,1.4454198247972584e-04,4.4864619088473869e-03,4.3419199263676610e-03
174,1.3988522067439561e-04,4.3419199263676610e-03,4.2020347056932663e-03
175,1.3537848745757397e-04,4.2020347056932663e-03,4.0666562182356926e-03
176,1.3101694930438921e-04,4.0666562182356926e-03,3.9356392689313038e-03
177,1.2679592841329117e-04,3.9356392689313038e-03,3.8088433405180132e-03
178,1.2271089768906926e-04,3.8088433405180132e-03,3.6861324428289436e-03
179,1.1875747588750344e-04,3.6861324428289436e-03,3.5673749669414409e-03
180,1.1493142291643992e-04,3.5673749669414409e-03,3.4524435440250016e-03
181,1.1122863528825280e-04,3.4524435440250016e-03,3.3412149087367485e-03
182,1.0764514171881422e-04,3.3412149087367485e-03,3.2335697670179348e-03
183,1.0417709886825325e-04,3.2335697670179348e-03,3.1293926681496814e-03
184,1.0082078721893548e-04,3.1293926681496814e-03,3.0285718809307462e-03
185,9.7572607086242300e-05,3.0285718809307462e-03,2.9309992738445036e-03
186,9.4429074757871944e-05,2.9309992738445036e-03,2.8365701990866322e-03
187,9.1386818757521412e-05,2.8365701990866322e-03,2.7451833803291107e-03
188,8.8442576228942157e-05,2.7451833803291107e-03,2.6567408041001691e-03
189,8.5593189436491550e-05,2.6567408041001691e-03,2.5711476146636778e-03
190,8.2835602378426995e-05,2.5711476146636778e-03,2.4883120122852508e-03
191,8.0166857509310309e-05,2.4883120122852508e-03,2.4081451547759403e-03
192,7.7584092568007521e-05,2.4081451547759403e-03,2.3305610622079333e-03
193,7.5084537507881562e-05,2.3305610622079333e-03,2.2554765247000518e-03
194,7.2665511525886139e-05,2.2554765247000518e-03,2.1828110131741660e-03
195,7.0324420187373854e-05,2.1828110131741660e-03,2.1124865929867918e-03
196,6.8058752643535526e-05,2.1124865929867918e-03,2.0444278403432569e-03
197,6.5866078938485898e-05,2.0444278403432569e-03,1.9785617614047710e-03
198,6.3744047403107893e-05,1.9785617614047710e-03,1.9148177140016630e-03
199,6.1690382132860227e-05,1.9148177140016630e-03,1.8531273318688033e-03
200,5.9702880546843264e-05,1.8531273318688033e-03,1.7934244513219601e-03
201,5.7779411025505241e-05,1.7934244513219601e-03,1.7356450402964548e-03
202,5.5917910624455263e-05,1.7356450402964548e-03,1.6797271296719995e-03
203,5.4116382861931166e-05,1.6797271296719995e-03,1.6256107468100686e-03
204,5.2372895577549314e-05,1.6256107468100686e-03,1.5732378512325193e-03
205,5.0685578860039634e-05,1.5732378512325193e-03,1.5225522723724800e-03
206,4.9052623041743649e-05,1.5225522723724800e-03,1.4734996493307362e-03
207,4.7472276757724440e-05,1.4734996493307362e-03,1.4260273725730120e-03
208,4.5942845067406773e-05,1.4260273725730120e-03,1.3800845275056053e-03
209,4.4462687636733235e-05,1.3800845275056053e-03,1.3356218398688721e-03
210,4.3030216978886260e-05,1.3356218398688721e-03,1.2925916228899860e-03
211,4.1643896751689589e-05,1.2925916228899860e-03,1.2509477261382963e-03
212,4.0302240109862787e-05,1.2509477261382963e-03,1.2106454860284339e-03
213,3.9003808110361945e-05,1.2106454860284339e-03,1.1716416779180719e-03
214,3.7747208169095862e-05,1.1716416779180719e-03,1.1338944697489759e-03
215,3.6531092567362975e-05,1.1338944697489759e-03,1.0973633771816133e-03
216,3.5354157006406724e-05,1.0973633771816133e-03,1.0620092201752067e-03
217,3.4215139208539502e-05,1.0620092201752067e-03,1.0277940809666670e-03
218,3.3112817563334568e-05,1.0277940809666670e-03,9.9468126340333243e-04
219,3.2046009817434149e-05,9.9468126340333243e-04,9.6263525358589847e-04
220,3.1013571806568433e-05,9.6263525358589847e-04,9.3162168177932992e-04
221,3.0014396228425569e-05,9.3162168177932992e-04,9.0160728555090455e-04
222,2.9047411455056544e-05,9.0160728555090455e-04,8.7255987409584808e-04
223,2.8111580383541271e-05,8.7255987409584808e-04,8.4444829371230689e-04
224,2.7205899323683141e-05,8.4444829371230689e-04,8.1724239438862368e-04
225,2.6329396921539139e-05,8.1724239438862368e-04,7.9091299746708479e-04
226,2.5481133117630992e-05,7.9091299746708479e-04,7.6543186434945378e-04
227,2.4660198138719988e-05,7.6543186434945378e-04,7.4077166621073381e-04
228,2.3865711522064140e-05,7.4077166621073381e-04,7.1690595468866969e-04
229,2.3096821171111243e-05,7.1690595468866969e-04,6.9380913351755854e-04
230,2.2352702441614999e-05,6.9380913351755854e-04,6.7145643107594357e-04
231,2.1632557257194039e-05,6.7145643107594357e-04,6.4982387381874957e-04
232,2.0935613253385338e-05,6.4982387381874957e-04,6.2888826056536440e-04
233,2.0261122949273959e-05,6.2888826056536440e-04,6.0862713761609044e-04
234,1.9608362945810707e-05,6.0862713761609044e-04,5.8901877467027971e-04
235,1.8976633149957860e-05,5.8901877467027971e-04,5.7004214152032192e-04
236,1.8365256023830904e-05,5.7004214152032192e-04,5.5167688549649110e-04
237,1.7773575858030905e-05,5.5167688549649110e-04,5.3390330963846012e-04
238,1.7200958068388249e-05,5.3390330963846012e-04,5.1670235157007195e-04
239,1.6646788515363392e-05,5.1670235157007195e-04,5.0005556305470866e-04
240,1.6110472845374753e-05,5.0005556305470866e-04,4.8394509020933387e-04
241,1.5591435853347287e-05,4.8394509020933387e-04,4.6835365435598663e-04
242,1.5089120865798045e-05,4.6835365435598663e-04,4.5326453349018859e-04
243,1.4602989143797108e-05,4.5326453349018859e-04,4.3866154434639150e-04
244,1.4132519305163547e-05,4.3866154434639150e-04,4.2452902504122803e-04
245,1.3677206765276693e-05,4.2452902504122803e-04,4.1085181827595128e-04
246,1.3236563195903002e-05,4.1085181827595128e-04,3.9761525508004837e-04
247,1.2810116001458093e-05,3.9761525508004837e-04,3.8480513907859033e-04
248,1.2397407812142241e-05,3.8480513907859033e-04,3.7240773126644806e-04
249,1.1997995993405715e-05,3.7240773126644806e-04,3.6040973527304239e-04
250,1.1611452171217843e-05,3.6040973527304239e-04,3.4879828310182458e-04
251,1.1237361772630651e-05,3.4879828310182458e-04,3.3756092132919391e-04
252,1.0875323581144349e-05,3.3756092132919391e-04,3.2668559774804958e-04
253,1.0524949306397754e-05,3.2668559774804958e-04,3.1616064844165194e-04
254,1.0185863167722162e-05,3.1616064844165194e-04,3.0597478527392974e-04
255,9.8577014911120168e-06,3.0597478527392974e-04,2.9611708378281774e-04
256,9.5401123191801019e-06,2.9611708378281774e-04,2.8657697146363764e-04
257,9.2327550336790000e-06,2.8657697146363764e-04,2.7734421642995871e-04
258,8.9352999901838426e-06,2.7734421642995871e-04,2.6840891643977480e-04
259,8.6474281645446893e-06,2.6840891643977480e-04,2.5976148827523021e-04
260,8.3688308107292293e-06,2.5976148827523021e-04,2.5139265746450099e-04
261,8.0992091296889265e-06,2.5139265746450099e-04,2.4329344833481210e-04
262,7.8382739488933927e-06,2.4329344833481210e-04,2.3545517438591866e-04
263,7.5857454121893441e-06,2.3545517438591866e-04,2.2786942897372935e-04
264,7.3413526796514705e-06,2.2786942897372935e-04,2.2052807629407791e-04
265,7.1048336371033288e-06,2.2052807629407791e-04,2.1342324265697456e-04
266,6.8759346149966936e-06,2.1342324265697456e-04,2.0654730804197790e-04
267,6.6544101163478968e-06,2.0654730804197790e-04,1.9989289792563003e-04
268,6.4400225534393121e-06,1.9989289792563003e-04,1.9345287537219071e-04
269,6.2325419930036560e-06,1.9345287537219071e-04,1.8722033337918709e-04
270,6.0317459096177528e-06,1.8722033337918709e-04,1.8118858746956934e-04
271,5.8374189470413179e-06,1.8118858746956934e-04,1.7535116852252804e-04
272,5.6493526872447769e-06,1.7535116852252804e-04,1.6970181583528328e-04
273,5.4673454268783795e-06,1.6970181583528328e-04,1.6423447040840491e-04
274,5.2912019609429270e-06,1.6423447040840491e-04,1.5894326844746197e-04
275,5.1207333734300206e-06,1.5894326844746197e-04,1.5382253507403198e-04
276,4.9557568347073546e-06,1.5382253507403198e-04,1.4886677823932462e-04
277,4.7960954054317105e-06,1.4886677823932462e-04,1.4407068283389294e-04
278,4.6415778467793618e-06,1.4407068283389294e-04,1.3942910498711356e-04
279,4.4920384367903533e-06,1.3942910498711356e-04,1.3493706655032323e-04
280,4.3473167926296832e-06,1.3493706655032323e-04,1.3058974975769356e-04
281,4.2072576985747678e-06,1.3058974975769356e-04,1.2638249205911879e-04
282,4.0717109395446865e-06,1.2638249205911879e-04,1.2231078111957409e-04
283,3.9405311399926839e-06,1.2231078111957409e-04,1.1837024997958143e-04
284,3.8135776079891308e-06,1.1837024997958143e-04,1.1455667237159230e-04
285,3.6907141843277182e-06,1.1455667237159230e-04,1.1086595818726459e-04
286,3.5718090964930509e-06,1.1086595818726459e-04,1.0729414909077154e-04
287,3.4567348173330248e-06,1.0729414909077154e-04,1.0383741427343854e-04
288,3.3453679282844081e-06,1.0383741427343854e-04,1.0049204634515414e-04
289,3.2375889870049286e-06,1.0049204634515414e-04,9.7254457358149211e-05
290,3.1332823992699116e-06,9.7254457358149211e-05,9.4121174958879323e-05
291,3.0323362949960696e-06,9.4121174958879323e-05,9.1088838663883233e-05
292,2.9346424082594745e-06,9.1088838663883233e-05,8.8154196255623782e-05
293,2.8400959611790431e-06,8.8154196255623782e-05,8.5314100294444723e-05
294,2.7485955515409812e-06,8.5314100294444723e-05,8.2565504742903770e-05
295,2.6600430440436804e-06,8.2565504742903770e-05,7.9905461698860080e-05
296,2.5743434650464124e-06,7.9905461698860080e-05,7.7331118233813672e-05
297,2.4914049007089441e-06,7.7331118233813672e-05,7.4839713333104736e-05
298,2.4111383984128289e-06,7.4839713333104736e-05,7.2428574934691915e-05
299,2.3334578713586405e-06,7.2428574934691915e-05,7.0095117063333283e-05
300,2.2582800062368352e-06,7.0095117063333283e-05,6.7836837057096453e-05
301,2.1855241738732122e-06,6.7836837057096453e-05,6.5651312883223235e-05
302,2.1151123427531465e-06,6.5651312883223235e-05,6.3536200540470090e-05
303,2.0469689953318420e-06,6.3536200540470090e-05,6.1489231545138254e-05
304,1.9810210470408431e-06,6.1489231545138254e-05,5.9508210498097414e-05
305,1.9171977679039494e-06,5.9508210498097414e-05,5.7591012730193477e-05
306,1.8554307066784546e-06,5.7591012730193477e-05,5.5735582023515023e-05
307,1.7956536174403593e-06,5.5735582023515023e-05,5.3939928406074661e-05
308,1.7378023885348093e-06,5.3939928406074661e-05,5.2202126017539868e-05
309,1.6818149738155677e-06,5.2202126017539868e-05,5.0520311043724290e-05
310,1.6276313260997689e-06,5.0520311043724290e-05,4.8892679717624537e-05
311,1.5751933327665857e-06,4.8892679717624537e-05,4.7317486384857948e-05
312,1.5244447534307355e-06,4.7317486384857948e-05,4.5793041631427221e-05
313,1.4753311596239841e-06,4.5793041631427221e-05,4.4317710471803238e-05
314,1.4277998764199529e-06,4.4317710471803238e-05,4.2889910595383285e-05
315,1.3817999259396184e-06,4.2889910595383285e-05,4.1508110669443671e-05
316,1.3372819726769177e-06,4.1508110669443671e-05,4.0170828696766749e-05
317,1.2941982705858204e-06,4.0170828696766749e-05,3.8876630426180936e-05
318,1.2525026118721105e-06,3.8876630426180936e-05,3.7624127814308824e-05
319,1.2121502774349687e-06,3.7624127814308824e-05,3.6411977536873863e-05
320,1.1730979889051908e-06,3.6411977536873863e-05,3.5238879547968675e-05
321,1.1353038622286114e-06,3.5238879547968675e-05,3.4103575685740068e-05
322,1.0987273627449474e-06,3.4103575685740068e-05,3.3004848322995121e-05
323,1.0633292617138808e-06,3.3004848322995121e-05,3.1941519061281246e-05
324,1.0290715942417596e-06,3.1941519061281246e-05,3.0912447467039487e-05
325,9.9591761856378558e-07,3.0912447467039487e-05,2.9916529848475698e-05
326,9.6383177663802699e-07,2.9916529848475698e-05,2.8952698071837677e-05
327,9.3277965600898510e-07,2.8952698071837677e-05,2.8019918415828693e-05
328,9.0272795289981773e-07,2.8019918415828693e-05,2.7117190462928881e-05
329,8.7364443649363379e-07,2.7117190462928881e-05,2.6243546026435247e-05
330,8.4549791436555067e-07,2.6243546026435247e-05,2.5398048112069697e-05
331,8.1825819902843897e-07,2.5398048112069697e-05,2.4579789913041261e-05
332,7.9189607555647496e-07,2.4579789913041261e-05,2.3787893837484789e-05
333,7.6638327025177955e-07,2.3787893837484789e-05,2.3021510567233008e-05
334,7.4169242032053109e-07,2.3021510567233008e-05,2.2279818146912480e-05
335,7.1779704452603807e-07,2.2279818146912480e-05,2.1562021102386441e-05
336,6.9467151478729065e-07,2.1562021102386441e-05,2.0867349587599153e-05
337,6.7229102869253135e-07,2.0867349587599153e-05,2.0195058558906617e-05
338,6.5063158289836798e-07,2.0195058558906617e-05,1.9544426976008255e-05
339,6.2966994738589574e-07,1.9544426976008255e-05,1.8914757028622361e-05
340,6.0938364054621935e-07,1.8914757028622361e-05,1.8305373388076143e-05
341,5.8975090506865398e-07,1.8305373388076143e-05,1.7715622483007488e-05
342,5.7075068460574602e-07,1.7715622483007488e-05,1.7144871798401743e-05
343,5.5236260119008358e-07,1.7144871798401743e-05,1.6592509197211661e-05
344,5.3456693337867915e-07,1.6592509197211661e-05,1.6057942263832985e-05
345,5.1734459510148206e-07,1.6057942263832985e-05,1.5540597668731506e-05
346,5.0067711519133630e-07,1.5540597668731506e-05,1.5039920553540167e-05
347,4.8454661757342986e-07,1.5039920553540167e-05,1.4555373935966737e-05
348,4.6893580209298588e-07,1.4555373935966737e-05,1.4086438133873754e-05
349,4.5382792596063798e-07,1.4086438133873754e-05,1.3632610207913117e-05
350,4.3920678579558370e-07,1.3632610207913117e-05,1.3193403422117534e-05
351,4.2505670024726249e-07,1.3193403422117534e-05,1.2768346721870274e-05
352,4.1136249317691637e-07,1.2768346721870274e-05,1.2356984228693356e-05
353,3.9810947738099650e-07,1.2356984228693356e-05,1.1958874751312362e-05
354,3.8528343883895913e-07,1.1958874751312362e-05,1.1573591312473403e-05
355,3.7287062146855534e-07,1.1573591312473403e-05,1.1200720691004848e-05
356,3.6085771237226603e-07,1.1200720691004848e-05,1.0839862978632582e-05
357,3.4923182755905744e-07,1.0839862978632582e-05,1.0490631151073526e-05
358,3.3798049812614392e-07,1.0490631151073526e-05,1.0152650652947382e-05
359,3.2709165688593815e-07,1.0152650652947382e-05,9.8255589960614450e-06
360,3.1655362542384621e-07,9.8255589960614450e-06,9.5090053706375995e-06
361,3.0635510157302532e-07,9.5090053706375995e-06,9.2026502690645752e-06
362,2.9648514729267291e-07,9.2026502690645752e-06,8.9061651217719032e-06
363,2.8693317693684493e-07,8.9061651217719032e-06,8.6192319448350595e-06
364,2.7768894590122149e-07,8.6192319448350595e-06,8.3415429989338386e-06
365,2.6874253963564482e-07,8.3415429989338386e-06,8.0728004592981947e-06
366,2.6008436301064306e-07,8.0728004592981947e-06,7.8127160962875504e-06
367,2.5170513002653774e-07,7.8127160962875504e-06,7.5610109662610135e-06
