scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,window,lo,hi,hit_mass,flux_c2o,flux_o2c,occupancy_mass,L0R0,L0R1,L1R0,L1R1,rollback_share
width_bx,width_h0_bx_p0p00,0,0.0,1.0,0.55,0.002,0.002,middle,120,200,0.03906234589778449,0.00015691204280136685,3.421682967768067e-05,7.020091080629888,0.6545823302375314,0.34095686663509117,0.002952186991466576,0.0015086161359109667,0.34246548277100214
width_bx,width_h0_bx_p0p00,0,0.0,1.0,0.55,0.002,0.002,late,260,360,0.17218026998342664,0.0033358228207181493,0.0009467779967768316,52.463470041549144,0.47567945981365845,0.501616487657724,0.010986324821419691,0.01171772770719793,0.513334215364922
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,early,10,60,1.0806954283729051e-13,6.181404485853353e-18,4.531237790188813e-19,6.4339716355340304e-12,0.9904274500507674,0.009515249414673296,5.698117941829405e-05,3.193551409993564e-07,0.009515568769814294
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,middle,120,200,0.12304017248353014,0.0006982403448624403,0.00011760651437142826,21.66120177476775,0.6658199708685081,0.32805190418384844,0.004166645470533753,0.0019614794771098103,0.3300133836609582
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,late,260,360,0.18982619023044725,0.008108058862064014,0.0012075834461240194,57.51482452107647,0.5115551484328953,0.44229060543974175,0.025865419872679,0.020288826254684013,0.4625794316944258
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,early,10,60,1.2134701241298825e-12,7.874374331197292e-17,5.374292185945075e-18,7.223976547110142e-11,0.9909606746362596,0.008974336828393124,6.464837585750303e-05,3.4015948965256275e-07,0.008974676987882776
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,middle,120,200,0.26532354925437185,0.0022000533715980037,0.00027221657500435954,45.325354956871806,0.6836514118578695,0.3076177342832906,0.0061596269042524625,0.002571226954587741,0.3101889612378783
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,late,260,360,0.17390305599678615,0.016178310761240253,0.0010800402796260146,52.89314743910113,0.5488798640929747,0.3553838379735069,0.060717312390029435,0.03501898554348903,0.39040282351699596
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,early,10,60,3.8050560848980006e-20,1.1830715420441446e-25,2.964240060911112e-26,2.2666949625972015e-18,0.9903069729870151,0.009689904676339215,3.0973631622211838e-06,2.4973483355247156e-08,0.00968992964982257
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,middle,120,200,1.044786924110582e-05,3.6618160167457124e-09,2.564376095094164e-09,0.0019411537056778273,0.6195686236839618,0.379918057187224,0.00030299367879335897,0.00021032545002095535,0.38012838263724497
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,late,260,360,0.0014283417603346516,1.399453673247423e-06,1.4551961080518659e-06,0.46109150291533285,0.4205000573070386,0.5777542883735574,0.0006266596375440594,0.0011189946818600401,0.5788732830554174
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,peak1,474,526,0.019848456567806805,8.790875597198785e-05,8.531151228015666e-05,9.924314541216532,0.2854360604136134,0.7066900116922226,0.0017115662906327363,0.006162361603531159,0.7128523732957537
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,valley,1258,1310,0.004744864463303225,0.0007060782788660014,0.00020282619927553333,6.09240563487352,0.01565495455255256,0.801822351041632,0.0067296680381755,0.17579302636763994,0.977615377409272
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,peak2,1882,1934,0.0057731222255859764,0.0009564716819086004,0.00017884019476475303,11.015117777094574,0.00018981768694798252,0.8185361093576319,0.000632341511813533,0.1806417314436068,0.9991778408012386
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,peak1,355,407,0.052089376111642154,0.00017867563539619683,0.0001589392603766195,19.84631964717125,0.3586595709715296,0.635493595601906,0.0017828571428020164,0.0040639762837624376,0.6395575718856684
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,valley,1033,1085,0.005018226316881192,0.0011388966469554737,0.00044970282741652235,5.31430457917487,0.0057979343942356236,0.6924742540411283,0.022915628002902,0.27881218356173404,0.9712864376028623
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,peak2,1685,1737,0.00961092957027815,0.00137130047905697,0.0003628661726057833,16.44430126212496,2.7726931781290385e-06,0.8356123942010645,0.001428830683392565,0.16295600242236494,0.9985683966234294
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,early,10,60,3.369570044815397e-16,1.6608992214276651e-21,3.1397499289426283e-22,2.0070723847225315e-14,0.9907416112292193,0.009253446765688749,4.9107801181221215e-06,3.122497383621622e-08,0.009253477990662584
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,middle,120,200,0.012692646111244639,1.0069146605874343e-05,4.1811903534999315e-06,2.3174581185585077,0.6307656824791519,0.3682319761249522,0.0006204269077623409,0.0003819144881336799,0.36861389061308586
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,late,260,360,0.1867613660623438,0.000627410461081084,0.0004125305450825833,57.90422679107037,0.43366212529020975,0.561290402573343,0.0020046001682713695,0.0030428719681759916,0.5643332745415189
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,10,60,4.93592924814807e-15,2.768154202530756e-20,4.8722891766260956e-21,2.93993272016135e-13,0.9910456670105745,0.008948712211618554,5.587629931721044e-06,3.314787532044131e-08,0.008948745359493873
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,120,200,0.055156260959384376,5.985056169913143e-05,1.9896703368889395e-05,9.930278467115576,0.6411494367112779,0.3575440458327555,0.0008331738797789531,0.0004733435761877033,0.35801738940894323
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,260,360,0.24868057302541202,0.0016151869728159463,0.0007188089000657013,75.65847119356,0.46070991343241663,0.5306459054034681,0.00395081580396818,0.004693365360147168,0.5353392707636153
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,10,60,6.266542540631972e-14,3.966378134799333e-19,6.550536868615993e-20,3.732267709086623e-12,0.9914327757382481,0.008560882600802311,6.3068306824702935e-06,3.4830266903948625e-08,0.008560917431069215
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,120,200,0.1589240814632413,0.0002444840538825303,6.198918091277102e-05,28.0104934025886,0.656877932129964,0.3413565557010883,0.0011704350900319908,0.0005950770789155403,0.34195163278000384
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,260,360,0.22454683832653566,0.0033323484204195127,0.0007601783410786328,67.76269152638507,0.5121761521778553,0.47065908415405733,0.009382951068156425,0.0077818125999309425,0.47844089675398827
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,early,10,60,6.98917772350374e-13,4.961160109951905e-18,7.736544761964094e-19,4.162393866190206e-11,0.9919071657604838,0.008085724201868573,7.0738733131679304e-06,3.6164334453322034e-08,0.008085760366203027
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,middle,120,200,0.31550995409116084,0.0007169711051413288,0.00012991066805760076,53.90275152354039,0.6795864175653458,0.3179208904395174,0.001733162429213238,0.00075952956592366,0.31868042000544106
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,late,260,360,0.1786213830637464,0.0059983798197745025,0.0005643719985393848,54.1454195282372,0.5791828223369716,0.3853944015494684,0.022400741815480893,0.013022034298079096,0.3984164358475475
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,early,10,60,2.1005809148607267e-20,1.0350603931949859e-26,5.3423736868900324e-27,1.249154386200883e-18,0.9891651441120805,0.010834362137650615,4.92009146715211e-07,1.7411221756742793e-09,0.01083436387877279
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,middle,120,200,1.0380608325191502e-05,1.7337446028017665e-09,1.4413439731281603e-09,0.0019316461918960934,0.5132919634176484,0.4864496138390788,0.00013226516883667992,0.00012615757443610448,0.48657577141351493
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,late,260,360,0.0016865829757824525,9.23799030800847e-07,1.1127845905632479e-06,0.5456737190360534,0.3102407972359055,0.688699094556546,0.0002954623261842872,0.0007646458813644017,0.6894637404379104
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,peak1,503,555,0.027532575574455025,0.00010013646235888886,0.00010439295396886694,14.564852784837338,0.18724641163117786,0.8059054250067121,0.001024268771322079,0.005823894590787805,0.8117293195974999
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,valley,1291,1343,0.007055451687923337,0.0009193419900721939,0.0003110539266881045,9.29203029405797,0.011375980626365703,0.8213706585883397,0.004919191334570227,0.16233416945072435,0.983704828039064
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,peak2,1855,1907,0.008904585019263887,0.001115076064424843,0.0002838012038385058,16.749524020477647,0.00043446703873363144,0.8537128165754058,0.0006847963022862952,0.14516792008357426,0.99888073665898
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,peak1,369,421,0.06484879703104941,0.0001506867485786933,0.0001607483142126202,25.615594043955465,0.251658969708498,0.743953327578332,0.0010059820517172406,0.0033817206614528616,0.7473350482397848
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,valley,1054,1106,0.005326542445014799,0.0011516680952382006,0.0005887515103574877,5.752652648556881,0.006820879260550659,0.6795718721708734,0.021479344978348223,0.2921279035902276,0.971699775761101
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,peak2,1660,1712,0.012702182141560533,0.0011640974939843758,0.0004660340181603211,21.415876215656667,0.0009508579859928979,0.8811529949058483,0.0015914397585609047,0.11630470734959786,0.9974577022554462
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,early,10,60,1.8671252695415388e-16,1.3179724830833623e-22,5.674608798997889e-23,1.1102422588686e-14,0.9898170499957757,0.010182243130839097,7.046089485281834e-07,2.264436796558927e-09,0.010182245395275893
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,middle,120,200,0.012340127864575185,4.626985065358428e-06,2.3330691264249117e-06,2.25763191281583,0.5272374730292133,0.4722677195459413,0.00026636364800742364,0.00022844377683792149,0.4724961633227792
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,late,260,360,0.21331541139286098,0.0004037037151488444,0.0003243631732448018,66.31522082691652,0.32658662299362184,0.6703096303771922,0.0009895723681820942,0.002114174261003982,0.6724238046381962
width_bx,width_h2_bx_p0p00,2,0.0,1.0,0.55,0.002,0.002,early,10,60,2.7411318177269234e-15,2.152627850788114e-21,8.83319488102895e-22,1.6299046284677635e-13,0.9901266640011338,0.00987254972191534,7.838609515862007e-07,2.4159990863132054e-09,0.009872552137914426
width_bx,width_h2_bx_p0p00,2,0.0,1.0,0.55,0.002,0.002,middle,120,200,0.05327443863178363,2.748494735299585e-05,1.1093181141146494e-05,9.614733038594213,0.537177628526852,0.4621785044657629,0.00035710516196107186,0.000286761845423912,0.46246526631118684
width_bx,width_h2_bx_p0p00,2,0.0,1.0,0.55,0.002,0.002,late,260,360,0.2783950568070139,0.0010222048847778244,0.0005671838331901294,84.86977694591586,0.3520450190951891,0.6426942757064276,0.001938838988769391,0.0033218662096139297,0.6460161419160415
width_bx,width_h2_bx_p0p04,2,0.04,1.0,0.55,0.002,0.002,early,10,60,3.4895878705585244e-14,3.035629221215155e-20,1.1925296440776354e-20,2.07488018521673e-12,0.9904929719649037,0.00950615718160124,8.683057718913374e-07,2.5477232845264362e-09,0.009506159729324525
width_bx,width_h2_bx_p0p04,2,0.04,1.0,0.55,0.002,0.002,middle,120,200,0.15253000869468328,0.00011279016987620026,3.455372546582257e-05,26.96598298222793,0.5522723243695743,0.4468558856442624,0.0005030871834477321,0.00036870280271559814,0.447224588446978
width_bx,width_h2_bx_p0p04,2,0.04,1.0,0.55,0.002,0.002,late,260,360,0.24518543951987612,0.0020574672133429686,0.0005947485866135059,74.03230844670026,0.4023012529931853,0.5875370763502367,0.0045086391921991655,0.005653031464378857,0.5931901078146156
width_bx,width_h2_bx_p0p08,2,0.08,1.0,0.55,0.002,0.002,early,10,60,3.9047090876493943e-13,3.7504798069049854e-19,1.415846513573952e-19,2.3216269834674652e-11,0.9909218375197394,0.009077201072559753,9.587544411931657e-07,2.6532596413805095e-09,0.009077203725819395
width_bx,width_h2_bx_p0p08,2,0.08,1.0,0.55,0.002,0.002,middle,120,200,0.30108941125431804,0.0003339948588198371,7.243414402225108e-05,51.647257896302435,0.5747432478403446,0.4240182101876326,0.0007516456831870715,0.0004868962888358508,0.42450510647646844
width_bx,width_h2_bx_p0p08,2,0.08,1.0,0.55,0.002,0.002,late,260,360,0.19190934634883805,0.0036129565133204596,0.00043045213469926786,58.15202606091637,0.474443056121611,0.505309576565268,0.010570093258691573,0.009677274054429589,0.5149868506196976
width_bx,width_h3_bx_m0p16,3,-0.16,1.0,0.55,0.002,0.002,early,10,60,1.3236135474381793e-20,5.932032421229421e-28,4.5193953361550795e-28,7.844862782449822e-19,0.9894180957384251,0.010581859444623254,4.4816924517344986e-08,2.7021952144827832e-14,0.010581859444650276
width_bx,width_h3_bx_m0p16,3,-0.16,1.0,0.55,0.002,0.002,middle,120,200,9.248720846918018e-06,8.558244508626838e-10,7.941665020290839e-10,0.0017227111528112776,0.577981240757559,0.4218724341441024,8.683886639006121e-05,5.948623194867698e-05,0.4219319203760511
width_bx,width_h3_bx_m0p16,3,-0.16,1.0,0.55,0.002,0.002,late,260,360,0.0016932768452512757,5.975522535710903e-07,8.047253155995662e-07,0.5486976837585953,0.3802160335878411,0.619059591700888,0.00026151989213899553,0.00046285481913173023,0.6195224465200198
width_bx,width_h3_bx_m0p12,3,-0.12,1.0,0.55,0.002,0.002,peak1,529,581,0.03233497673264945,0.00010751718436791275,0.00012296268087595797,17.945926562310675,0.2275177358735226,0.7658416985188382,0.0012950833789887636,0.005345482228650458,0.7711871807474887
width_bx,width_h3_bx_m0p12,3,-0.12,1.0,0.55,0.002,0.002,valley,1316,1368,0.008126332185821346,0.0009527601698951185,0.0004243150648444284,10.905536429462737,0.02127502274167949,0.8160077781657671,0.008175150662205364,0.154542048430348,0.9705498265961151
width_bx,width_h3_bx_m0p12,3,-0.12,1.0,0.55,0.002,0.002,peak2,1852,1904,0.01061651538308904,0.001057732820803552,0.0003866381800593365,19.93781562388381,0.0032914547468671823,0.8702113815380528,0.0015703472239265099,0.12492681649115354,0.9951381980292063
width_bx,width_h3_bx_m0p08,3,-0.08,1.0,0.55,0.002,0.002,peak1,382,434,0.07146808344444673,0.00013152573522487747,0.00016429786388166617,29.159883958736298,0.30764069014837736,0.6885555161158782,0.0011341299515241464,0.0026696637842202973,0.6912251799000985
width_bx,width_h3_bx_m0p08,3,-0.08,1.0,0.55,0.002,0.002,valley,1065,1117,0.005108168633712104,0.001046357180690126,0.000746591536423275,5.573000662009298,0.022827297752747687,0.6397669107085768,0.038812716410556,0.29859307512811956,0.9383599858366964
width_bx,width_h3_bx_m0p08,3,-0.08,1.0,0.55,0.002,0.002,peak2,1647,1699,0.0142678870811211,0.0009488162561939246,0.000578732989817306,23.870186559421477,0.010713500302088366,0.8906976149889325,0.0036906234590436157,0.09489826124993557,0.9855958762388681
width_bx,width_h3_bx_m0p04,3,-0.04,1.0,0.55,0.002,0.002,early,10,60,1.1790342933292662e-16,6.894334929810559e-24,4.796762585910148e-24,6.987587095745148e-15,0.9900516445382582,0.009948296987319354,5.84743984374542e-08,2.3967536652639072e-14,0.00994829698734332
width_bx,width_h3_bx_m0p04,3,-0.04,1.0,0.55,0.002,0.002,middle,120,200,0.011092012709170422,2.331812725042594e-06,1.327183994610251e-06,2.032347466985674,0.589190901720802,0.410526401998055,0.00017331257221101198,0.0001093837089318707,0.4106357857069869
width_bx,width_h3_bx_m0p04,3,-0.04,1.0,0.55,0.002,0.002,late,260,360,0.22144184118252697,0.00028119518993086187,0.00026148228348340955,69.02763814864772,0.3974705975604855,0.6003052684332103,0.0009014566728119516,0.0013226773334922848,0.6016279457667026
width_bx,width_h3_bx_p0p00,3,0.0,1.0,0.55,0.002,0.002,early,10,60,1.7317617989236918e-15,1.1041484062176346e-22,7.49220521987214e-23,1.0263170643983122e-13,0.9903649459847631,0.00963499025656016,6.375865311253978e-08,2.3565966052474798e-14,0.009634990256583726
width_bx,width_h3_bx_p0p00,3,0.0,1.0,0.55,0.002,0.002,middle,120,200,0.048094823012341525,1.4116923982628895e-05,6.408338096586628e-06,8.696955329863991,0.5979920407022024,0.40163623432156637,0.00023268483594228914,0.00013904014028909745,0.40177527446185546
width_bx,width_h3_bx_p0p00,3,0.0,1.0,0.55,0.002,0.002,late,260,360,0.2937848541152769,0.0007285210643834389,0.00047276927360899565,89.8225370745462,0.4238205979595192,0.5724233878986369,0.0016966205324796407,0.002059393609364443,0.5744827815080014
width_bx,width_h3_bx_p0p04,3,0.04,1.0,0.55,0.002,0.002,early,10,60,2.2055318538410833e-14,1.5332754084625528e-21,1.0167696280385748e-21,1.3070702532416862e-12,0.9907385484554312,0.00926138202503752,6.951950796154703e-08,2.3383794782777212e-14,0.009261382025060903
width_bx,width_h3_bx_p0p04,3,0.04,1.0,0.55,0.002,0.002,middle,120,200,0.1384287359366771,5.938990509555687e-05,2.033563556578401e-05,24.53943253431317,0.6114835931679861,0.38800558556191667,0.0003289099290503998,0.00018191134104704354,0.3881874969029637
width_bx,width_h3_bx_p0p04,3,0.04,1.0,0.55,0.002,0.002,late,260,360,0.2632565172010835,0.0014731947548679131,0.0005068872286692632,79.66027266421938,0.4729058674393609,0.5200617984746861,0.0036352908692986606,0.0033970432166541796,0.5234588416913403
width_bx,width_h3_bx_p0p08,3,0.08,1.0,0.55,0.002,0.002,early,10,60,2.46886794789328e-13,1.8724778373443945e-20,1.2156827870689123e-20,1.4631033761846538e-11,0.9911776884178842,0.008822235738535826,7.584355661041804e-08,2.3397261328499936e-14,0.008822235738559224
width_bx,width_h3_bx_p0p08,3,0.08,1.0,0.55,0.002,0.002,middle,120,200,0.27501109777082283,0.00018100130549353867,4.357738195621793e-05,47.36016077495932,0.6315719163004264,0.36768913802997816,0.0004934520054261166,0.00024549366416917203,0.3679346316941473
width_bx,width_h3_bx_p0p08,3,0.08,1.0,0.55,0.002,0.002,late,260,360,0.20878891329427757,0.0025579072276277247,0.00036876362763752483,63.31061217409993,0.5406769720201331,0.4459160890903501,0.007832861896698502,0.0055740769928183985,0.4514901660831685
width_bx,width_h4_bx_m0p16,4,-0.16,1.0,0.55,0.002,0.002,early,10,60,1.1482871664006772e-20,0.0,0.0,6.794763450211587e-19,0.9886870751053739,0.011312924894626156,0.0,0.0,0.011312924894626156
width_bx,width_h4_bx_m0p16,4,-0.16,1.0,0.55,0.002,0.002,middle,120,200,8.031205972278485e-06,4.539528817851594e-10,4.509944860309989e-10,0.001496908551963524,0.5960443232995825,0.4038665169098458,5.578479121960962e-05,3.3374999351969805e-05,0.4038998919091978
width_bx,width_h4_bx_m0p16,4,-0.16,1.0,0.55,0.002,0.002,late,260,360,0.001607190938489796,4.102326926327199e-07,6.077175980185142e-07,0.5214323104697172,0.4131342664129378,0.5863152752099912,0.00022898768901629304,0.00032147068805475035,0.5866367458980459
width_bx,width_h4_bx_m0p12,4,-0.12,1.0,0.55,0.002,0.002,peak1,553,605,0.035825321842681446,0.00011638051026239022,0.0001515519521933696,20.74300251184258,0.24877562749812107,0.7442246189796159,0.0016533200171667181,0.005346433505096496,0.7495710524847123
width_bx,width_h4_bx_m0p12,4,-0.12,1.0,0.55,0.002,0.002,valley,1340,1392,0.008825075066406497,0.0009304890560588942,0.0005864991523913037,12.055048558222921,0.0390795330570537,0.7962340966959708,0.013164526089239747,0.1515218441577359,0.9477559408537066
width_bx,width_h4_bx_m0p12,4,-0.12,1.0,0.55,0.002,0.002,peak2,1852,1904,0.011628331073089068,0.0009679828374838524,0.0005322786994296251,21.83800648596135,0.012356158139646146,0.8679866808515885,0.0035043887056700465,0.11615277230309541,0.9841394531546839
width_bx,width_h4_bx_m0p08,4,-0.08,1.0,0.55,0.002,0.002,peak1,397,449,0.07560623953447843,0.00012620128406697073,0.0001840612175254113,31.981821968316673,0.3342575643748951,0.6619630916355512,0.0013148891328764655,0.0024644548566770895,0.6644275464922283
width_bx,width_h4_bx_m0p08,4,-0.08,1.0,0.55,0.002,0.002,valley,1079,1131,0.005150847312205676,0.0009471827213885131,0.0009796433719019184,5.691692912143607,0.05514825089439157,0.58586974457238,0.06095085662846999,0.2980311479047584,0.8839008924771383
width_bx,width_h4_bx_m0p08,4,-0.08,1.0,0.55,0.002,0.002,peak2,1640,1692,0.014886996851619469,0.0008014133764718367,0.0007513697542354106,24.80173384425735,0.03632710708322025,0.8678425362957439,0.007838804676594794,0.08799155194444105,0.955834088240185
width_bx,width_h4_bx_m0p04,4,-0.04,1.0,0.55,0.002,0.002,early,10,60,1.0224029078108592e-16,0.0,0.0,6.049497907529791e-15,0.9893674462758373,0.010632553724162632,0.0,0.0,0.010632553724162632
width_bx,width_h4_bx_m0p04,4,-0.04,1.0,0.55,0.002,0.002,middle,120,200,0.009762170720238328,1.2967694798308357e-06,7.949619001975251e-07,1.790696888849447,0.6063735320932554,0.39344775513441554,0.00011464738958203582,6.40653827469887e-05,0.39351182051716255
width_bx,width_h4_bx_m0p04,4,-0.04,1.0,0.55,0.002,0.002,late,260,360,0.2214803260568941,0.0002138624513165017,0.0002236441759054661,69.22075855523192,0.4308712381505944,0.5673463823628557,0.0008178090128010937,0.000964570473748631,0.5683109528366044
width_bx,width_h4_bx_p0p00,4,0.0,1.0,0.55,0.002,0.002,early,10,60,1.500361924424086e-15,0.0,0.0,8.877310634244791e-14,0.9897008856932447,0.010299114306755392,0.0,0.0,0.010299114306755392
width_bx,width_h4_bx_p0p00,4,0.0,1.0,0.55,0.002,0.002,middle,120,200,0.04259741842159762,8.07321220247611e-06,3.9341116531068515e-06,7.714670351435867,0.6146687795439687,0.38509139196119785,0.00015639786925539026,8.343062557811426e-05,0.385174822586776
width_bx,width_h4_bx_p0p00,4,0.0,1.0,0.55,0.002,0.002,late,260,360,0.3023013911168099,0.0005688397793032362,0.0004181001539827108,92.72190040260071,0.456666528766135,0.540355598788489,0.0014796429323273815,0.0014982295130485863,0.5418538283015376
width_bx,width_h4_bx_p0p04,4,0.04,1.0,0.55,0.002,0.002,early,10,60,1.908445556362626e-14,0.0,0.0,1.1291489819999086e-12,0.9900979705839642,0.009902029416035784,0.0,0.0,0.009902029416035784
width_bx,width_h4_bx_p0p04,4,0.04,1.0,0.55,0.002,0.002,middle,120,200,0.12355135995954863,3.506674467518736e-05,1.2849987458635944e-05,21.95104412446866,0.6273832144443813,0.3722794704404032,0.00022498323405477743,0.00011233188116074031,0.37239180232156394
width_bx,width_h4_bx_p0p04,4,0.04,1.0,0.55,0.002,0.002,late,260,360,0.2793343078246916,0.0011548525637612866,0.00045924597001204486,84.75751472858747,0.5023670964953315,0.4922738956576327,0.00293908991125994,0.0024199179357759985,0.4946938135934087
width_bx,width_h4_bx_p0p08,4,0.08,1.0,0.55,0.002,0.002,early,10,60,2.1328866434946107e-13,0.0,0.0,1.2618944341803006e-11,0.9905645706191687,0.009435429380831365,0.0,0.0,0.009435429380831365
